|dates|Sublette_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sublette_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sublette_Wyoming_UnitedStates.Male_Total_Population.data|Sublette_Wyoming_UnitedStates.Male_Total_Population.missing|Sublette_Wyoming_UnitedStates.Female_Total_Population.data|Sublette_Wyoming_UnitedStates.Female_Total_Population.missing|Sublette_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Sublette_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1911.0|0|5295.0|0|4518.0|0|2209.0|0
