|dates|Greene_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Illinois_UnitedStates.Male_Total_Population.data|Greene_Illinois_UnitedStates.Male_Total_Population.missing|Greene_Illinois_UnitedStates.Female_Total_Population.data|Greene_Illinois_UnitedStates.Female_Total_Population.missing|Greene_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2551.0|0|6566.0|0|6478.0|0|2774.0|0
