|dates|Perry_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Illinois_UnitedStates.Male_Total_Population.data|Perry_Illinois_UnitedStates.Male_Total_Population.missing|Perry_Illinois_UnitedStates.Female_Total_Population.data|Perry_Illinois_UnitedStates.Female_Total_Population.missing|Perry_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3945.0|0|11659.0|0|9515.0|0|4105.0|0
