|dates|Labette_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Labette_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Labette_Kansas_UnitedStates.Male_Total_Population.data|Labette_Kansas_UnitedStates.Male_Total_Population.missing|Labette_Kansas_UnitedStates.Female_Total_Population.data|Labette_Kansas_UnitedStates.Female_Total_Population.missing|Labette_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Labette_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3812.0|0|9931.0|0|10033.0|0|4792.0|0
