|dates|Baltimore_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baltimore_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baltimore_Maryland_UnitedStates.Male_Total_Population.data|Baltimore_Maryland_UnitedStates.Male_Total_Population.missing|Baltimore_Maryland_UnitedStates.Female_Total_Population.data|Baltimore_Maryland_UnitedStates.Female_Total_Population.missing|Baltimore_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Baltimore_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|84387.0|0|282375.0|0|320120.0|0|123177.0|0
