|dates|SanBernardino_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanBernardino_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanBernardino_California_UnitedStates.Male_Total_Population.data|SanBernardino_California_UnitedStates.Male_Total_Population.missing|SanBernardino_California_UnitedStates.Female_Total_Population.data|SanBernardino_California_UnitedStates.Female_Total_Population.missing|SanBernardino_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanBernardino_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|251361.0|0|1080950.0|0|1090653.0|0|572278.0|0
