|dates|Gratiot_Michigan_UnitedStates.BLS_EmployedPopulation.data|Gratiot_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Gratiot_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Gratiot_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Gratiot_Michigan_UnitedStates.BLS_UnemploymentRate.data|Gratiot_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Gratiot_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Gratiot_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-02|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-03|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-04|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-05|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-06|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-07|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-08|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-09|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-10|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-11|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-12|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-13|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-14|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-15|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-16|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-17|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-18|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-19|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-20|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-21|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-22|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-23|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-24|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-25|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-26|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-27|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
0|2020-01-28|17192.5|0|860.5|0|4.766520799867058|0|18053.0|0
