|dates|McLean_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLean_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLean_NorthDakota_UnitedStates.Male_Total_Population.data|McLean_NorthDakota_UnitedStates.Male_Total_Population.missing|McLean_NorthDakota_UnitedStates.Female_Total_Population.data|McLean_NorthDakota_UnitedStates.Female_Total_Population.missing|McLean_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McLean_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2248.0|0|4867.0|0|4674.0|0|2070.0|0
