|dates|McPherson_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|McPherson_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|McPherson_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|McPherson_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|McPherson_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|McPherson_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|McPherson_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|McPherson_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-02|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-03|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-04|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-05|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-06|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-07|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-08|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-09|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-10|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-11|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-12|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-13|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-14|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-15|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-16|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-17|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-18|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-19|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-20|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-21|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-22|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-23|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-24|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-25|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-26|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-27|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-28|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-29|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-30|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-01-31|953.5|0|49.0|0|4.887780548628429|0|1002.5|0
0|2020-02-01|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-02|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-03|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-04|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-05|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-06|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-07|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-08|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-09|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-10|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-11|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-12|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-13|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-14|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-15|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-16|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-17|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-18|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-19|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-20|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-21|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-22|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-23|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-24|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-25|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-26|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-27|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-28|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-02-29|946.0|0|48.0|0|4.82897384305835|0|994.0|0
0|2020-03-01|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-02|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-03|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-04|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-05|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-06|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-07|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-08|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-09|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-10|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-11|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-12|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-13|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-14|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-15|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-16|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-17|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-18|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-19|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-20|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-21|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
0|2020-03-22|969.5|0|48.5|0|4.764243614931238|0|1018.0|0
