|dates|Wetzel_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wetzel_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wetzel_WestVirginia_UnitedStates.Male_Total_Population.data|Wetzel_WestVirginia_UnitedStates.Male_Total_Population.missing|Wetzel_WestVirginia_UnitedStates.Female_Total_Population.data|Wetzel_WestVirginia_UnitedStates.Female_Total_Population.missing|Wetzel_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Wetzel_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3520.0|0|7498.0|0|7772.0|0|3032.0|0
