|dates|Clackamas_Oregon_UnitedStates.BLS_EmployedPopulation.data|Clackamas_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Clackamas_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Clackamas_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Clackamas_Oregon_UnitedStates.BLS_UnemploymentRate.data|Clackamas_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Clackamas_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Clackamas_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-02|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-03|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-04|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-05|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-06|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-07|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-08|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-09|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-10|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-11|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-12|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-13|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-14|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-15|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-16|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-17|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-18|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
0|2020-01-19|211606.5|0|7163.5|0|3.274443479453307|0|218770.0|0
