|dates|Champaign_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Champaign_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Champaign_Ohio_UnitedStates.Male_Total_Population.data|Champaign_Ohio_UnitedStates.Male_Total_Population.missing|Champaign_Ohio_UnitedStates.Female_Total_Population.data|Champaign_Ohio_UnitedStates.Female_Total_Population.missing|Champaign_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Champaign_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7033.0|0|19307.0|0|19447.0|0|8579.0|0
