|dates|Otsego_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Otsego_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Otsego_NewYork_UnitedStates.Male_Total_Population.data|Otsego_NewYork_UnitedStates.Male_Total_Population.missing|Otsego_NewYork_UnitedStates.Female_Total_Population.data|Otsego_NewYork_UnitedStates.Female_Total_Population.missing|Otsego_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Otsego_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12657.0|0|28984.0|0|30765.0|0|9550.0|0
