|dates|Pettis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pettis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pettis_Missouri_UnitedStates.Male_Total_Population.data|Pettis_Missouri_UnitedStates.Male_Total_Population.missing|Pettis_Missouri_UnitedStates.Female_Total_Population.data|Pettis_Missouri_UnitedStates.Female_Total_Population.missing|Pettis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Pettis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7123.0|0|21117.0|0|21425.0|0|10466.0|0
