|dates|Beaverhead_Montana_UnitedStates.JHU_ConfirmedCases.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedCases.missing|Beaverhead_Montana_UnitedStates.NYT_ConfirmedCases.data|Beaverhead_Montana_UnitedStates.NYT_ConfirmedCases.missing|Beaverhead_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Beaverhead_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|981.0|0|0.0|100|13.0|0|0.0|100
