|dates|Vance_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vance_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vance_NorthCarolina_UnitedStates.Male_Total_Population.data|Vance_NorthCarolina_UnitedStates.Male_Total_Population.missing|Vance_NorthCarolina_UnitedStates.Female_Total_Population.data|Vance_NorthCarolina_UnitedStates.Female_Total_Population.missing|Vance_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Vance_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8244.0|0|20839.0|0|23743.0|0|10521.0|0
