|dates|Bay_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bay_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bay_Florida_UnitedStates.Male_Total_Population.data|Bay_Florida_UnitedStates.Male_Total_Population.missing|Bay_Florida_UnitedStates.Female_Total_Population.data|Bay_Florida_UnitedStates.Female_Total_Population.missing|Bay_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Bay_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|31678.0|0|91929.0|0|93358.0|0|39761.0|0
