|dates|Trinity_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trinity_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trinity_Texas_UnitedStates.Male_Total_Population.data|Trinity_Texas_UnitedStates.Male_Total_Population.missing|Trinity_Texas_UnitedStates.Female_Total_Population.data|Trinity_Texas_UnitedStates.Female_Total_Population.missing|Trinity_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Trinity_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3921.0|0|7105.0|0|7635.0|0|2954.0|0
