|dates|Page_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Page_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Page_Virginia_UnitedStates.Male_Total_Population.data|Page_Virginia_UnitedStates.Male_Total_Population.missing|Page_Virginia_UnitedStates.Female_Total_Population.data|Page_Virginia_UnitedStates.Female_Total_Population.missing|Page_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Page_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5113.0|0|11830.0|0|12103.0|0|4757.0|0
