|dates|WestBatonRouge_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|WestBatonRouge_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|WestBatonRouge_Louisiana_UnitedStates.Male_Total_Population.data|WestBatonRouge_Louisiana_UnitedStates.Male_Total_Population.missing|WestBatonRouge_Louisiana_UnitedStates.Female_Total_Population.data|WestBatonRouge_Louisiana_UnitedStates.Female_Total_Population.missing|WestBatonRouge_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|WestBatonRouge_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3607.0|0|13047.0|0|13380.0|0|6461.0|0
