|dates|Wapello_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wapello_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wapello_Iowa_UnitedStates.Male_Total_Population.data|Wapello_Iowa_UnitedStates.Male_Total_Population.missing|Wapello_Iowa_UnitedStates.Female_Total_Population.data|Wapello_Iowa_UnitedStates.Female_Total_Population.missing|Wapello_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Wapello_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6337.0|0|17539.0|0|17666.0|0|7931.0|0
