|dates|Alamosa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alamosa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alamosa_Colorado_UnitedStates.Male_Total_Population.data|Alamosa_Colorado_UnitedStates.Male_Total_Population.missing|Alamosa_Colorado_UnitedStates.Female_Total_Population.data|Alamosa_Colorado_UnitedStates.Female_Total_Population.missing|Alamosa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Alamosa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2271.0|0|8361.0|0|8322.0|0|4012.0|0
