|dates|Unassigned_Idaho_UnitedStates.AveragePrecipitationTotal.data|Unassigned_Idaho_UnitedStates.AveragePrecipitationTotal.missing|Unassigned_Idaho_UnitedStates.AveragePrecipitation.data|Unassigned_Idaho_UnitedStates.AveragePrecipitation.missing|Unassigned_Idaho_UnitedStates.AverageWindDirection.data|Unassigned_Idaho_UnitedStates.AverageWindDirection.missing|Unassigned_Idaho_UnitedStates.AverageWindSpeed.data|Unassigned_Idaho_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
