|dates|OutofOH_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofOH_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofOH_Ohio_UnitedStates.Male_Total_Population.data|OutofOH_Ohio_UnitedStates.Male_Total_Population.missing|OutofOH_Ohio_UnitedStates.Female_Total_Population.data|OutofOH_Ohio_UnitedStates.Female_Total_Population.missing|OutofOH_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|OutofOH_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
