|dates|Hood_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hood_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hood_Texas_UnitedStates.Male_Total_Population.data|Hood_Texas_UnitedStates.Male_Total_Population.missing|Hood_Texas_UnitedStates.Female_Total_Population.data|Hood_Texas_UnitedStates.Female_Total_Population.missing|Hood_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hood_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14870.0|0|29601.0|0|30936.0|0|12905.0|0
