|dates|Lapeer_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lapeer_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lapeer_Michigan_UnitedStates.Male_Total_Population.data|Lapeer_Michigan_UnitedStates.Male_Total_Population.missing|Lapeer_Michigan_UnitedStates.Female_Total_Population.data|Lapeer_Michigan_UnitedStates.Female_Total_Population.missing|Lapeer_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Lapeer_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15963.0|0|44635.0|0|43393.0|0|18175.0|0
