|dates|Chisago_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chisago_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chisago_Minnesota_UnitedStates.Male_Total_Population.data|Chisago_Minnesota_UnitedStates.Male_Total_Population.missing|Chisago_Minnesota_UnitedStates.Female_Total_Population.data|Chisago_Minnesota_UnitedStates.Female_Total_Population.missing|Chisago_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Chisago_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8612.0|0|28861.0|0|27061.0|0|12729.0|0
