|dates|Guilford_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Guilford_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Guilford_NorthCarolina_UnitedStates.Male_Total_Population.data|Guilford_NorthCarolina_UnitedStates.Male_Total_Population.missing|Guilford_NorthCarolina_UnitedStates.Female_Total_Population.data|Guilford_NorthCarolina_UnitedStates.Female_Total_Population.missing|Guilford_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Guilford_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|80949.0|0|252687.0|0|280983.0|0|118897.0|0
