|dates|Ohio_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ohio_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ohio_Indiana_UnitedStates.Male_Total_Population.data|Ohio_Indiana_UnitedStates.Male_Total_Population.missing|Ohio_Indiana_UnitedStates.Female_Total_Population.data|Ohio_Indiana_UnitedStates.Female_Total_Population.missing|Ohio_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Ohio_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1291.0|0|2894.0|0|2950.0|0|1111.0|0
