|dates|Marion_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Georgia_UnitedStates.Male_Total_Population.data|Marion_Georgia_UnitedStates.Male_Total_Population.missing|Marion_Georgia_UnitedStates.Female_Total_Population.data|Marion_Georgia_UnitedStates.Female_Total_Population.missing|Marion_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1671.0|0|4112.0|0|4239.0|0|1775.0|0
