|dates|Luna_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Luna_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Luna_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Luna_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Luna_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Luna_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Luna_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Luna_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-02|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-03|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-04|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-05|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-06|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-07|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-08|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-09|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-10|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-11|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-12|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-13|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-14|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-15|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-16|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-17|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-18|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-19|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-20|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-21|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-22|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-23|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-24|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-25|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-26|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-27|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
0|2020-01-28|8380.0|0|1591.5|0|15.960487389058818|0|9971.5|0
