|dates|Sumter_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sumter_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sumter_Alabama_UnitedStates.Male_Total_Population.data|Sumter_Alabama_UnitedStates.Male_Total_Population.missing|Sumter_Alabama_UnitedStates.Female_Total_Population.data|Sumter_Alabama_UnitedStates.Female_Total_Population.missing|Sumter_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Sumter_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2286.0|0|5802.0|0|6889.0|0|2407.0|0
