|dates|Bullitt_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bullitt_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bullitt_Kentucky_UnitedStates.Male_Total_Population.data|Bullitt_Kentucky_UnitedStates.Male_Total_Population.missing|Bullitt_Kentucky_UnitedStates.Female_Total_Population.data|Bullitt_Kentucky_UnitedStates.Female_Total_Population.missing|Bullitt_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Bullitt_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12652.0|0|40302.0|0|40767.0|0|17795.0|0
