|dates|Hancock_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Indiana_UnitedStates.Male_Total_Population.data|Hancock_Indiana_UnitedStates.Male_Total_Population.missing|Hancock_Indiana_UnitedStates.Female_Total_Population.data|Hancock_Indiana_UnitedStates.Female_Total_Population.missing|Hancock_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12405.0|0|37563.0|0|38788.0|0|17861.0|0
