|dates|Carlton_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carlton_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carlton_Minnesota_UnitedStates.Male_Total_Population.data|Carlton_Minnesota_UnitedStates.Male_Total_Population.missing|Carlton_Minnesota_UnitedStates.Female_Total_Population.data|Carlton_Minnesota_UnitedStates.Female_Total_Population.missing|Carlton_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Carlton_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6136.0|0|18690.0|0|17147.0|0|8042.0|0
