|dates|Bay_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bay_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bay_Michigan_UnitedStates.Male_Total_Population.data|Bay_Michigan_UnitedStates.Male_Total_Population.missing|Bay_Michigan_UnitedStates.Female_Total_Population.data|Bay_Michigan_UnitedStates.Female_Total_Population.missing|Bay_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Bay_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21195.0|0|51068.0|0|52855.0|0|21084.0|0
