|dates|Williamson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williamson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williamson_Texas_UnitedStates.Male_Total_Population.data|Williamson_Texas_UnitedStates.Male_Total_Population.missing|Williamson_Texas_UnitedStates.Female_Total_Population.data|Williamson_Texas_UnitedStates.Female_Total_Population.missing|Williamson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Williamson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|68988.0|0|279077.0|0|287642.0|0|145276.0|0
