|dates|CharlesMix_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|CharlesMix_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|CharlesMix_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|CharlesMix_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|CharlesMix_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|CharlesMix_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|CharlesMix_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|CharlesMix_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-02|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-03|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-04|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-05|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-06|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-07|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-08|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-09|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-10|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-11|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-12|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-13|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-14|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-15|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-16|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-17|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-18|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-19|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-20|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-21|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-22|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-23|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-24|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-25|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-26|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-27|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-28|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-29|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-30|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-01-31|3506.5|0|131.5|0|3.6146234194612425|0|3638.0|0
0|2020-02-01|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-02|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-03|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-04|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-05|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-06|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-07|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-08|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-09|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-10|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-11|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-12|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-13|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-14|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-15|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-16|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-17|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-18|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-19|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-20|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-21|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-22|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-23|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-24|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-25|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-26|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-27|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-28|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-02-29|3504.5|0|119.0|0|3.2841175658893333|0|3623.5|0
0|2020-03-01|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-02|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-03|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-04|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-05|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-06|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-07|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-08|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-09|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-10|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-11|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-12|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-13|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-14|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-15|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-16|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-17|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-18|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-19|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-20|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-21|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-22|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-23|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-24|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-25|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-26|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-27|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-28|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-29|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-30|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-03-31|3596.0|0|128.0|0|3.4371643394199785|0|3724.0|0
0|2020-04-01|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-02|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-03|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-04|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-05|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-06|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-07|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-08|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-09|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-10|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-11|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-12|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-13|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-14|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-15|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-16|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-17|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-18|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-19|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-20|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-21|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-22|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-23|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-24|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-25|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-26|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-27|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-28|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-29|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-04-30|3408.5|0|402.5|0|10.561532406192601|0|3811.0|0
0|2020-05-01|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-02|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-03|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-04|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-05|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-06|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-07|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-08|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-09|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-10|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-11|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-12|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-13|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-14|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
0|2020-05-15|3435.0|0|353.0|0|9.318901795142555|0|3788.0|0
