|dates|Bracken_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bracken_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bracken_Kentucky_UnitedStates.Male_Total_Population.data|Bracken_Kentucky_UnitedStates.Male_Total_Population.missing|Bracken_Kentucky_UnitedStates.Female_Total_Population.data|Bracken_Kentucky_UnitedStates.Female_Total_Population.missing|Bracken_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Bracken_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1370.0|0|4129.0|0|4110.0|0|1924.0|0
