|dates|Jasper_Indiana_UnitedStates.BLS_EmployedPopulation.data|Jasper_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Jasper_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Jasper_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Jasper_Indiana_UnitedStates.BLS_UnemploymentRate.data|Jasper_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Jasper_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Jasper_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-02|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-03|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-04|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-05|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-06|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-07|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-08|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-09|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-10|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-11|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-12|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-13|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-14|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-15|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-16|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-17|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-18|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-19|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-20|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-21|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-22|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-23|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-24|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-25|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-26|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-27|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-28|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-29|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-30|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-01-31|15401.0|0|782.5|0|4.835171625420953|0|16183.5|0
0|2020-02-01|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-02|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-03|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-04|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-05|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-06|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-07|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-08|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-09|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-10|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-11|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-12|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-13|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-14|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-15|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-16|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-17|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-18|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-19|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-20|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-21|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-22|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-23|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-24|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-25|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-26|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-27|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-28|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-02-29|15415.0|0|758.5|0|4.689770303273874|0|16173.5|0
0|2020-03-01|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-02|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-03|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-04|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-05|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-06|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-07|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-08|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-09|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-10|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-11|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-12|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-13|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-14|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-15|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-16|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
0|2020-03-17|14981.5|0|740.5|0|4.709960564813637|0|15722.0|0
