|dates|Ashland_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ashland_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ashland_Wisconsin_UnitedStates.Male_Total_Population.data|Ashland_Wisconsin_UnitedStates.Male_Total_Population.missing|Ashland_Wisconsin_UnitedStates.Female_Total_Population.data|Ashland_Wisconsin_UnitedStates.Female_Total_Population.missing|Ashland_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Ashland_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3055.0|0|7818.0|0|7782.0|0|3409.0|0
