|dates|Lincoln_Kansas_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Kansas_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-02|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-03|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-04|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-05|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-06|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-07|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-08|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-09|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-10|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-11|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-12|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-13|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-14|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-15|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-16|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-17|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-18|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-19|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-20|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-21|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-22|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-23|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-24|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-25|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-26|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-27|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-28|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-29|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-30|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-01-31|1686.0|0|48.0|0|2.7681660899653977|0|1734.0|0
0|2020-02-01|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-02|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-03|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-04|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-05|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-06|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-07|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-08|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-09|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-10|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-11|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-12|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-13|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-14|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-15|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-16|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-17|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-18|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-19|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-20|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-21|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-22|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-23|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-24|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-25|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-26|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-27|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-28|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-02-29|1665.5|0|39.0|0|2.288061014960399|0|1704.5|0
0|2020-03-01|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-02|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-03|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-04|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-05|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-06|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-07|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-08|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-09|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-10|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-11|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-12|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-13|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-14|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-15|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-16|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-17|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-18|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-19|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
0|2020-03-20|1667.5|0|38.5|0|2.2567409144196953|0|1706.0|0
