|dates|Huntington_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Huntington_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Huntington_Indiana_UnitedStates.Male_Total_Population.data|Huntington_Indiana_UnitedStates.Male_Total_Population.missing|Huntington_Indiana_UnitedStates.Female_Total_Population.data|Huntington_Indiana_UnitedStates.Female_Total_Population.missing|Huntington_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Huntington_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6230.0|0|17873.0|0|18367.0|0|7812.0|0
