|dates|Collin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Collin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Collin_Texas_UnitedStates.Male_Total_Population.data|Collin_Texas_UnitedStates.Male_Total_Population.missing|Collin_Texas_UnitedStates.Female_Total_Population.data|Collin_Texas_UnitedStates.Female_Total_Population.missing|Collin_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Collin_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|110655.0|0|494802.0|0|510344.0|0|260476.0|0
