|dates|Stafford_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stafford_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stafford_Virginia_UnitedStates.Male_Total_Population.data|Stafford_Virginia_UnitedStates.Male_Total_Population.missing|Stafford_Virginia_UnitedStates.Female_Total_Population.data|Stafford_Virginia_UnitedStates.Female_Total_Population.missing|Stafford_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Stafford_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15674.0|0|75624.0|0|74336.0|0|39088.0|0
