|dates|Morton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morton_Kansas_UnitedStates.Male_Total_Population.data|Morton_Kansas_UnitedStates.Male_Total_Population.missing|Morton_Kansas_UnitedStates.Female_Total_Population.data|Morton_Kansas_UnitedStates.Female_Total_Population.missing|Morton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Morton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|541.0|0|1323.0|0|1344.0|0|647.0|0
