|dates|Calloway_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calloway_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calloway_Kentucky_UnitedStates.Male_Total_Population.data|Calloway_Kentucky_UnitedStates.Male_Total_Population.missing|Calloway_Kentucky_UnitedStates.Female_Total_Population.data|Calloway_Kentucky_UnitedStates.Female_Total_Population.missing|Calloway_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Calloway_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6614.0|0|19061.0|0|20074.0|0|7089.0|0
