|dates|Orange_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_Florida_UnitedStates.Male_Total_Population.data|Orange_Florida_UnitedStates.Male_Total_Population.missing|Orange_Florida_UnitedStates.Female_Total_Population.data|Orange_Florida_UnitedStates.Female_Total_Population.missing|Orange_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|164820.0|0|677345.0|0|703300.0|0|305917.0|0
