|dates|Stafford_Kansas_UnitedStates.BLS_EmployedPopulation.data|Stafford_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Stafford_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Stafford_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Stafford_Kansas_UnitedStates.BLS_UnemploymentRate.data|Stafford_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Stafford_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Stafford_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-02|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-03|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-04|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-05|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-06|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-07|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-08|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-09|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-10|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-11|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-12|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-13|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-14|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-15|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-16|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-17|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-18|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-19|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-20|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-21|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-22|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-23|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-24|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-25|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-26|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-27|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-28|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-29|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-30|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-01-31|1943.5|0|63.0|0|3.139795664091702|0|2006.5|0
0|2020-02-01|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-02|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-03|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-04|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-05|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-06|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-07|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-08|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-09|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-10|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-11|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-12|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-13|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-14|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-15|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-16|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-17|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-18|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-19|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-20|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-21|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-22|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-23|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-24|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-25|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-26|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-27|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-28|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-02-29|1970.5|0|59.0|0|2.907119980290712|0|2029.5|0
0|2020-03-01|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-02|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-03|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-04|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-05|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-06|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-07|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-08|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-09|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-10|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-11|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-12|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-13|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-14|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-15|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-16|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-17|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-18|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-19|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-20|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-21|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-22|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-23|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-24|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-25|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-26|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-27|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-28|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-29|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-30|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-03-31|1938.5|0|62.0|0|3.0992251937015745|0|2000.5|0
0|2020-04-01|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-02|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-03|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-04|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-05|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-06|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-07|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-08|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-09|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-10|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-11|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-12|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-13|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-14|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-15|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-16|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-17|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-18|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-19|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-20|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-21|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-22|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-23|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-24|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-25|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-26|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-27|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-28|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-29|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-04-30|1773.5|0|100.0|0|5.3376034160661865|0|1873.5|0
0|2020-05-01|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-02|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-03|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-04|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-05|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-06|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-07|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-08|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-09|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-10|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-11|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-12|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-13|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-14|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-15|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-16|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-17|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-18|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-19|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-20|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-21|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-22|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-23|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-24|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-25|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-26|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-27|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-28|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-29|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-30|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-05-31|1933.0|0|86.0|0|4.259534422981674|0|2019.0|0
0|2020-06-01|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-02|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-03|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-04|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-05|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-06|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-07|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-08|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-09|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-10|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-11|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-12|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-13|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-14|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-15|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-16|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-17|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-18|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-19|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
0|2020-06-20|2020.0|0|76.0|0|3.6259541984732824|0|2096.0|0
