|dates|Moore_NorthCarolina_UnitedStates.AveragePrecipitationTotal.data|Moore_NorthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Moore_NorthCarolina_UnitedStates.AveragePrecipitation.data|Moore_NorthCarolina_UnitedStates.AveragePrecipitation.missing|Moore_NorthCarolina_UnitedStates.AverageWindDirection.data|Moore_NorthCarolina_UnitedStates.AverageWindDirection.missing|Moore_NorthCarolina_UnitedStates.AverageWindSpeed.data|Moore_NorthCarolina_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|185.0|0|4.708333333333333|0
0|2020-01-02|0.0|0|0.0029166666666666664|0|192.5|0|5.020833333333333|0
0|2020-01-03|0.00375|0|0.019583333333333335|0|102.56944444444444|0|4.246527777777778|0
0|2020-01-04|0.03|0|0.008333333333333333|0|231.5277777777778|0|9.347222222222221|0
0|2020-01-05|0.0025|0|0.0|0|177.5|0|6.25|0
0|2020-01-06|0.0|0|0.0|0|85.0|0|2.4166666666666665|0
0|2020-01-07|0.0|0|0.0004166666666666667|0|124.16666666666667|0|4.833333333333333|0
0|2020-01-08|0.0004166666666666667|0|0.0|0|238.33333333333334|0|6.291666666666667|0
0|2020-01-09|0.0|0|0.0|0|55.0|0|4.333333333333333|0
0|2020-01-10|0.0|0|0.0|0|59.583333333333336|0|2.0|0
0|2020-01-11|0.0|0|0.007291666666666666|0|175.20833333333334|0|11.291666666666666|0
0|2020-01-12|0.0043055555555555555|0|0.005902777777777778|0|200.20833333333334|0|8.409722222222221|0
0|2020-01-13|0.010416666666666666|0|0.024583333333333342|0|186.70138888888889|0|5.753472222222222|0
0|2020-01-14|0.024583333333333332|0|0.0020833333333333333|0|163.85416666666666|0|6.038194444444444|0
0|2020-01-15|0.0008333333333333334|0|0.0|0|107.72916666666667|0|3.4048611111111113|0
0|2020-01-16|0.0|0|0.0|0|226.80555555555554|0|7.125|0
0|2020-01-17|0.0|0|0.0|0|46.666666666666664|0|6.5|0
0|2020-01-18|0.0|0|0.000625|0|149.86111111111111|0|6.145833333333333|0
0|2020-01-19|0.002916666666666667|0|0.0020833333333333333|0|204.79166666666666|0|7.291666666666667|0
0|2020-01-20|0.0|0|0.0|0|95.41666666666667|0|5.5|0
0|2020-01-21|0.0|0|0.0|0|105.83333333333333|0|8.25|0
0|2020-01-22|0.0|0|0.0|0|52.083333333333336|0|6.875|0
0|2020-01-23|0.0|0|0.0|0|77.5|0|5.0|0
0|2020-01-24|0.0|0|0.012916666666666667|0|105.97222222222223|0|8.409722222222223|0
0|2020-01-25|0.010625|0|0.004861111111111111|0|232.1527777777778|0|5.784722222222221|0
0|2020-01-26|0.0|0|0.0|0|185.83333333333334|0|3.9166666666666665|0
0|2020-01-27|0.0|0|0.0025694444444444445|0|167.22222222222223|0|3.7430555555555554|0
0|2020-01-28|0.0020833333333333333|0|0.0|0|40.416666666666664|0|2.75|0
0|2020-01-29|0.0|0|0.0|0|23.75|0|2.375|0
0|2020-01-30|0.0|0|0.0|0|34.583333333333336|0|6.708333333333333|0
0|2020-01-31|0.0|0|0.01902777777777778|0|91.38888888888887|0|4.340277777777778|0
0|2020-02-01|0.01|0|0.0008333333333333334|0|186.45833333333334|0|4.305555555555555|0
0|2020-02-02|0.0004166666666666667|0|0.0|0|222.91666666666666|0|8.75|0
0|2020-02-03|0.0|0|0.0|0|186.66666666666666|0|8.270833333333334|0
0|2020-02-04|0.0|0|0.0|0|192.29166666666666|0|11.166666666666666|0
0|2020-02-05|0.0|0|0.002916666666666667|0|186.875|0|10.194444444444445|0
0|2020-02-06|0.006111111111111111|0|0.07820436507936508|0|190.19841269841268|0|10.32093253968254|0
0|2020-02-07|0.051875000000000004|0|0.007361111111111111|0|191.66666666666666|0|14.076388888888891|0
0|2020-02-08|0.0|0|0.0|0|122.08333333333333|0|3.5416666666666665|0
0|2020-02-09|0.0|0|0.0|0|145.04166666666666|0|4.110416666666667|0
0|2020-02-10|0.0|0|0.0|0|141.25|0|5.666666666666667|0
0|2020-02-11|0.0022916666666666667|0|0.0042361111111111115|0|208.47222222222226|0|12.208333333333334|0
0|2020-02-12|0.0008333333333333334|0|0.0|0|81.94444444444444|0|7.4375|0
0|2020-02-13|0.0|0|0.009791666666666666|0|211.63194444444443|0|12.805555555555555|0
0|2020-02-14|0.01|0|0.0|0|94.16666666666667|0|5.708333333333333|0
0|2020-02-15|0.0|0|0.0|0|47.083333333333336|0|5.270833333333333|0
0|2020-02-16|0.0|0|0.002361111111111111|0|74.5138888888889|0|2.0416666666666665|0
0|2020-02-17|0.0011111111111111111|0|0.0|0|60.555555555555564|0|3.444444444444444|0
0|2020-02-18|0.0|0|0.0027083333333333334|0|118.05555555555554|0|3.8958333333333335|0
0|2020-02-19|0.0031249999999999997|0|0.004479166666666666|0|39.791666666666664|0|4.729166666666667|0
0|2020-02-20|0.0020833333333333333|0|0.014166666666666668|0|39.44444444444445|0|6.847222222222221|0
0|2020-02-21|0.008125|0|0.0011111111111111111|0|43.75|0|6.597222222222221|0
0|2020-02-22|0.0|0|0.0|0|87.91666666666667|0|1.9166666666666667|0
0|2020-02-23|0.0|0|0.0|0|158.75|0|5.541666666666667|0
0|2020-02-24|0.0|0|0.007694444444444446|0|150.84027777777777|0|4.833333333333333|0
0|2020-02-25|0.005833333333333334|0|0.0029166666666666664|0|174.02777777777774|0|5.6805555555555545|0
0|2020-02-26|0.0004166666666666667|0|0.0004166666666666667|0|121.75347222222223|0|6.138888888888888|0
0|2020-02-27|0.0|0|0.0|0|223.75|0|6.833333333333333|0
0|2020-02-28|0.0|0|0.0|0|192.91666666666666|0|7.333333333333333|0
0|2020-02-29|0.0|0|0.0|0|212.5|0|6.125|0
0|2020-03-01|0.0|0|0.0|0|134.58333333333334|0|4.8125|0
0|2020-03-02|0.0|0|0.0004166666666666667|0|210.0|0|10.5625|0
0|2020-03-03|0.0004166666666666667|0|0.005763888888888889|0|197.15277777777774|0|10.25|0
0|2020-03-04|0.0075|0|0.0|0|115.34722222222223|0|2.6527777777777777|0
0|2020-03-05|0.0|0|0.0077083333333333335|0|93.54166666666667|0|3.5833333333333335|0
0|2020-03-06|0.0020833333333333333|0|0.00125|0|186.18055555555554|0|6.820833333333333|0
0|2020-03-07|0.0008333333333333334|0|0.0|0|155.41666666666666|0|5.0|0
0|2020-03-08|0.0|0|0.0|0|136.04166666666666|0|4.4375|0
0|2020-03-09|0.0|0|0.0|0|211.25|0|10.0|0
0|2020-03-10|0.0|0|0.0|0|212.5|0|11.458333333333334|0
0|2020-03-11|0.0|0|0.0|0|192.08333333333334|0|6.708333333333333|0
0|2020-03-12|0.0|0|0.0|0|120.83333333333333|0|3.8333333333333335|0
0|2020-03-13|0.0|0|0.0|0|194.58333333333334|0|8.541666666666666|0
0|2020-03-14|0.0|0|0.0|0|38.333333333333336|0|5.083333333333333|0
0|2020-03-15|0.0008333333333333334|0|0.0008333333333333334|0|78.33333333333333|0|8.333333333333334|0
0|2020-03-16|0.0|0|0.0|0|37.083333333333336|0|5.3125|0
0|2020-03-17|0.005416666666666667|0|0.005416666666666667|0|133.33333333333334|0|3.0625|0
0|2020-03-18|0.0008333333333333334|0|0.0|0|61.319444444444436|0|4.409722222222222|0
0|2020-03-19|0.0025|0|0.003958333333333334|0|191.5972222222222|0|8.173611111111112|0
0|2020-03-20|0.0|0|0.0|0|199.375|0|13.416666666666666|0
0|2020-03-21|0.0|0|0.00125|0|31.770833333333332|0|3.875|0
0|2020-03-22|0.0|0|0.0008333333333333334|0|56.458333333333336|0|11.916666666666666|0
0|2020-03-23|0.00375|0|0.0035416666666666665|0|105.41666666666667|0|4.326388888888888|0
0|2020-03-24|0.00010416666666666667|0|0.009375|0|73.05555555555556|0|5.986111111111112|0
