|dates|Bastrop_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bastrop_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bastrop_Texas_UnitedStates.Male_Total_Population.data|Bastrop_Texas_UnitedStates.Male_Total_Population.missing|Bastrop_Texas_UnitedStates.Female_Total_Population.data|Bastrop_Texas_UnitedStates.Female_Total_Population.missing|Bastrop_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bastrop_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13211.0|0|44296.0|0|42680.0|0|22117.0|0
