|dates|Carbon_Montana_UnitedStates.BLS_EmployedPopulation.data|Carbon_Montana_UnitedStates.BLS_EmployedPopulation.missing|Carbon_Montana_UnitedStates.BLS_UnemployedPopulation.data|Carbon_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Carbon_Montana_UnitedStates.BLS_UnemploymentRate.data|Carbon_Montana_UnitedStates.BLS_UnemploymentRate.missing|Carbon_Montana_UnitedStates.BLS_LaborForcePopulation.data|Carbon_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-02|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-03|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-04|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-05|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-06|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-07|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-08|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-09|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-10|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-11|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-12|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-13|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-14|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-15|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-16|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-17|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-18|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-19|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-20|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-21|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-22|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-23|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-24|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-25|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-26|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-27|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-28|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-29|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-30|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-01-31|5262.5|0|280.0|0|5.051871898962562|0|5542.5|0
0|2020-02-01|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-02|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-03|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-04|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-05|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-06|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-07|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-08|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-09|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-10|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-11|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-12|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-13|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-14|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-15|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-16|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-17|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-18|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-19|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-20|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-21|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-22|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-23|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-24|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-25|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-26|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-27|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-28|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-02-29|5308.5|0|252.0|0|4.531966549770704|0|5560.5|0
0|2020-03-01|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-02|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-03|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-04|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-05|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-06|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-07|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-08|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-09|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-10|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-11|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-12|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-13|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-14|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-15|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-16|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-17|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-18|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-19|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-20|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-21|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-22|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-23|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-24|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-25|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-26|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-27|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-28|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-29|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-30|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-03-31|5287.5|0|263.5|0|4.746892451810485|0|5551.0|0
0|2020-04-01|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-02|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-03|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-04|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-05|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-06|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-07|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-08|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-09|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-10|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-11|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-12|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-13|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-14|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-15|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-16|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-17|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-18|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-19|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-20|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-21|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-22|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-23|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-24|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-25|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-26|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-27|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-28|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-29|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-04-30|4886.0|0|693.5|0|12.429429160319025|0|5579.5|0
0|2020-05-01|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-02|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-03|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-04|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-05|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-06|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-07|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-08|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-09|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-10|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-11|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-12|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-13|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-14|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-15|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-16|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-17|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-18|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-19|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-20|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-21|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-22|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-23|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-24|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-25|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-26|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-27|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-28|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-29|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-30|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-05-31|4978.0|0|495.0|0|9.044399780741823|0|5473.0|0
0|2020-06-01|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-02|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-03|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-04|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-05|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-06|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-07|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-08|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-09|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-10|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-11|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-12|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-13|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-14|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-15|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-16|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-17|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-18|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
0|2020-06-19|5281.0|0|392.0|0|6.909924202362066|0|5673.0|0
