|dates|Aitkin_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Aitkin_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Aitkin_Minnesota_UnitedStates.Male_Total_Population.data|Aitkin_Minnesota_UnitedStates.Male_Total_Population.missing|Aitkin_Minnesota_UnitedStates.Female_Total_Population.data|Aitkin_Minnesota_UnitedStates.Female_Total_Population.missing|Aitkin_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Aitkin_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5251.0|0|8034.0|0|7868.0|0|2658.0|0
