|dates|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedCases.data|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Hinsdale_Colorado_UnitedStates.NYT_ConfirmedCases.data|Hinsdale_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|47.0|0|0.0|100|0.0|0|0.0|100
