|dates|Grayson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grayson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grayson_Kentucky_UnitedStates.Male_Total_Population.data|Grayson_Kentucky_UnitedStates.Male_Total_Population.missing|Grayson_Kentucky_UnitedStates.Female_Total_Population.data|Grayson_Kentucky_UnitedStates.Female_Total_Population.missing|Grayson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Grayson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4677.0|0|13283.0|0|13038.0|0|6154.0|0
