|dates|Wayne_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Georgia_UnitedStates.Male_Total_Population.data|Wayne_Georgia_UnitedStates.Male_Total_Population.missing|Wayne_Georgia_UnitedStates.Female_Total_Population.data|Wayne_Georgia_UnitedStates.Female_Total_Population.missing|Wayne_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4722.0|0|15284.0|0|14524.0|0|7274.0|0
