|dates|Sullivan_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sullivan_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sullivan_NewYork_UnitedStates.Male_Total_Population.data|Sullivan_NewYork_UnitedStates.Male_Total_Population.missing|Sullivan_NewYork_UnitedStates.Female_Total_Population.data|Sullivan_NewYork_UnitedStates.Female_Total_Population.missing|Sullivan_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Sullivan_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14238.0|0|38865.0|0|36633.0|0|16001.0|0
