|dates|Carroll_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carroll_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carroll_Tennessee_UnitedStates.Male_Total_Population.data|Carroll_Tennessee_UnitedStates.Male_Total_Population.missing|Carroll_Tennessee_UnitedStates.Female_Total_Population.data|Carroll_Tennessee_UnitedStates.Female_Total_Population.missing|Carroll_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Carroll_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5699.0|0|13713.0|0|14307.0|0|5986.0|0
