|dates|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Douglas_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Douglas_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|475.0|0|0.0|100|9.0|0|0.0|100
