|dates|OutofMS_Mississippi_UnitedStates.JHU_ConfirmedCases.data|OutofMS_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|OutofMS_Mississippi_UnitedStates.NYT_ConfirmedCases.data|OutofMS_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|OutofMS_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|OutofMS_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMS_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMS_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
