|dates|Dukes_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dukes_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dukes_Massachusetts_UnitedStates.Male_Total_Population.data|Dukes_Massachusetts_UnitedStates.Male_Total_Population.missing|Dukes_Massachusetts_UnitedStates.Female_Total_Population.data|Dukes_Massachusetts_UnitedStates.Female_Total_Population.missing|Dukes_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Dukes_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4219.0|0|8557.0|0|8795.0|0|3042.0|0
