|dates|Oglethorpe_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oglethorpe_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oglethorpe_Georgia_UnitedStates.Male_Total_Population.data|Oglethorpe_Georgia_UnitedStates.Male_Total_Population.missing|Oglethorpe_Georgia_UnitedStates.Female_Total_Population.data|Oglethorpe_Georgia_UnitedStates.Female_Total_Population.missing|Oglethorpe_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Oglethorpe_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2838.0|0|7439.0|0|7615.0|0|3148.0|0
