|dates|Wilson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wilson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wilson_NorthCarolina_UnitedStates.Male_Total_Population.data|Wilson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Wilson_NorthCarolina_UnitedStates.Female_Total_Population.data|Wilson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Wilson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Wilson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14881.0|0|38539.0|0|42916.0|0|18681.0|0
