|dates|Atchison_Missouri_UnitedStates.BLS_EmployedPopulation.data|Atchison_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Atchison_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Atchison_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Atchison_Missouri_UnitedStates.BLS_UnemploymentRate.data|Atchison_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Atchison_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Atchison_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-02|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-03|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-04|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-05|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-06|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-07|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-08|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-09|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-10|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-11|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-12|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-13|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-14|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-15|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-16|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-17|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-18|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-19|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-20|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-21|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-22|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-23|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-24|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-25|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-26|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-27|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-28|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-29|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-30|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-01-31|2617.5|0|96.0|0|3.5378662244333885|0|2713.5|0
0|2020-02-01|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-02|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-03|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-04|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-05|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-06|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-07|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-08|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-09|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-10|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-11|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-12|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-13|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-14|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-15|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-16|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-17|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-18|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-19|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-20|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-21|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-22|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-23|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-24|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-25|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-26|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-27|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-28|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-02-29|2668.0|0|88.5|0|3.2105931434790493|0|2756.5|0
0|2020-03-01|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-02|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-03|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-04|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-05|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-06|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-07|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-08|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-09|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-10|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-11|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-12|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
0|2020-03-13|2665.5|0|90.5|0|3.283744557329463|0|2756.0|0
